16690,Ede_2,30-05-2013,450636.7594,172796.3614,168,99,16,0,10079,79,19
16814,Ede_2,03-06-2013,442914.2292,176989.8279,161,17,69,0,10289,72,29
16877,Ede_2,04-06-2013,447144.0622,176615.4138,228,51,121,0,10234,60,45
16953,Ede_2,05-06-2013,454692.5678,171050.0351,239,59,127,0,10193,57,45
16954,Ede_2,05-06-2013,454693.8451,171050.8563,239,59,127,0,10193,57,45
16957,Ede_2,05-06-2013,454692.0111,171050.8622,239,59,127,0,10193,57,45
16968,Ede_2,05-06-2013,428865.3446,187434.2713,239,59,127,0,10193,57,45
17026,Ede_2,07-06-2013,446620.4322,176419.0939,262,93,135,0,10210,61,48
17073,Ede_2,08-06-2013,455355.9361,172008.8237,224,90,147,0,10183,69,48
17358,Ede_2,14-06-2013,450872.1353,174414.1367,189,94,39,0,10178,69,29
17710,Ede_2,20-06-2013,455251.2936,179856.3717,234,166,15,51,10119,87,15
17711,Ede_2,20-06-2013,455251.2936,179856.3717,234,166,15,51,10119,87,15
17762,Ede_2,20-06-2013,449145.5062,191296.5777,234,166,15,51,10119,87,15
17764,Ede_2,20-06-2013,449029.3778,191485.9241,234,166,15,51,10119,87,15
17974,Ede_2,23-06-2013,440750.9555,173353.149,183,118,26,42,10099,83,19
18083,Ede_2,24-06-2013,453009.3851,189736.0983,165,113,21,37,10195,84,16
18121,Ede_2,25-06-2013,451407.043,180765.2296,175,33,50,-1,10272,72,27
18158,Ede_2,25-06-2013,447746.7505,174686.1465,175,33,50,-1,10272,72,27
18581,Ede_2,02-07-2013,446267.6619,181522.0332,212,61,53,63,10131,71,33
18712,Ede_2,03-07-2013,446643.8784,176288.7248,197,143,7,-1,10096,88,18
18717,Ede_2,03-07-2013,308808.9473,188513.7082,197,143,7,-1,10096,88,18
18759,Ede_2,04-07-2013,453729.8059,178607.5547,226,142,26,0,10205,83,24
18855,Ede_2,04-07-2013,450063.8559,175312.1439,226,142,26,0,10205,83,24
19023,Ede_2,05-07-2013,451352.3172,174359.7308,228,110,19,3,10285,83,22
19199,Ede_2,06-07-2013,457774.4893,187602.0761,259,117,139,0,10302,67,50
19454,Ede_2,09-07-2013,451749.5124,179219.6546,258,114,142,0,10261,60,50
19627,Ede_2,10-07-2013,454698.2341,171046.981,208,113,56,-1,10229,74,30
19749,Ede_2,13-07-2013,454776.3041,177136.0957,230,53,81,0,10236,73,37
19857,Ede_2,15-07-2013,448183.9307,179249.5211,267,89,123,0,10227,63,48
19912,Ede_2,15-07-2013,446589.4199,161589.3818,267,89,123,0,10227,63,48
20027,Ede_2,17-07-2013,455875.7752,193216.7915,265,137,38,0,10241,68,32
20069,Ede_2,17-07-2013,452243.2879,175409.3509,265,137,38,0,10241,68,32
20251,Ede_2,22-07-2013,451606.8843,172302.5341,334,145,115,0,10157,52,48
20670,Ede_2,31-07-2013,458893.4378,188427.4839,220,161,26,47,10165,87,18
21014,Ede_2,09-08-2013,454057.3972,173295.9619,232,85,62,0,10197,75,33
21024,Ede_2,09-08-2013,454044.9708,173308.512,232,85,62,0,10197,75,33
21025,Ede_2,09-08-2013,453994.1956,173367.1761,232,85,62,0,10197,75,33
21046,Ede_2,10-08-2013,444116.6215,181448.409,212,64,38,0,10200,74,24
21357,Ede_2,18-08-2013,450161.6462,181789.8805,234,126,71,53,10108,82,25
21535,Ede_2,22-08-2013,449204.8476,179247.4971,240,114,35,-1,10203,70,23
21679,Ede_2,26-08-2013,450011.6139,178874.1809,241,115,101,0,10170,64,35
21708,Ede_2,27-08-2013,454147.935,173319.2846,239,104,111,0,10166,61,32
21709,Ede_2,27-08-2013,454102.8768,173297.0783,239,104,111,0,10166,61,32
21710,Ede_2,27-08-2013,453876.0899,173343.0281,239,104,111,0,10166,61,32
21903,Ede_2,05-09-2013,450159.6969,171322.6883,308,152,122,0,10129,63,36
22033,Ede_2,13-09-2013,448086.8243,176355.3335,186,76,44,1,10184,90,17
22064,Ede_2,16-09-2013,455981.294,170918.5781,155,60,78,21,10001,82,20
22140,Ede_2,20-09-2013,457849.622,187481.5965,164,62,7,1,10159,89,9
22366,Ede_2,02-10-2013,504194.724,225461.6376,150,34,88,0,10183,66,17
22386,Ede_2,04-10-2013,452632.9027,178074.1757,199,100,28,31,10144,88,14
22503,Ede_2,09-10-2013,452046.7043,203502.8758,158,70,7,5,10151,88,7
22608,Ede_2,19-10-2013,449885.829,181747.8063,166,80,45,41,10097,87,11
22767,Ede_2,25-10-2013,445486.1215,174286.9854,179,93,0,6,10108,89,4
22900,Ede_2,03-11-2013,441252.7672,167862.3358,111,57,39,71,9989,83,7
22989,Ede_2,01-12-2013,459330.744,198009.2251,84,-3,40,-1,10302,95,4
23146,Ede_2,12-03-2014,453566.4015,175951.8444,168,4,104,0,10320,72,19
23388,Ede_2,06-04-2014,468838.4323,145778.0813,181,36,14,11,10162,82,12
23401,Ede_2,07-04-2014,454435.2675,182984.8933,218,118,33,41,10119,76,21
23469,Ede_2,08-04-2014,452389.7033,173825.3072,134,14,64,44,10152,84,17
23799,Ede_2,24-04-2014,450495.0272,169186.9698,223,73,41,38,10178,78,21
23944,Ede_2,01-05-2014,481312.6201,195149.8743,176,96,30,0,10113,86,21
24041,Ede_2,05-05-2014,449281.0677,174263.221,186,27,105,0,10158,57,35
24135,Ede_2,09-05-2014,456308.4733,182289.1159,156,68,45,50,10097,86,19
24151,Ede_2,11-05-2014,455954.1391,173069.6119,112,83,3,239,10017,89,9
24629,Ede_2,25-05-2014,484243.6728,179875.1012,214,75,119,0,10194,63,40
24777,Ede_2,28-05-2014,456262.5648,176424.7522,146,109,0,115,10119,97,6
25227,Ede_2,07-06-2014,451784.7552,175099.8422,292,121,86,0,10141,67,41
25468,Ede_2,10-06-2014,452722.7232,173319.9067,259,162,80,53,10190,78,40
25649,Ede_2,12-06-2014,452721.0009,173319.0008,228,56,104,0,10272,71,40
25711,Ede_2,13-06-2014,450872.1353,174414.1367,222,70,77,0,10228,72,35
25862,Ede_2,16-06-2014,446893.1498,174520.4086,176,57,11,2,10231,78,18
25920,Ede_2,17-06-2014,445619.1998,175623.7161,202,87,39,-1,10227,77,23
26429,Ede_2,30-06-2014,456533.9373,173009.241,182,49,45,1,10161,79,24
26627,Ede_2,06-07-2014,444920.3632,190051.0266,258,138,36,48,10071,82,25
26713,Ede_2,07-07-2014,455726.0052,172018.9974,227,115,61,0,10160,75,37
26714,Ede_2,07-07-2014,455726.0052,172018.9974,227,115,61,0,10160,75,37
26727,Ede_2,08-07-2014,435074.3049,226194.6742,165,125,0,189,10115,93,8
26833,Ede_2,11-07-2014,450181.5649,171357.9505,244,164,27,0,10137,88,29
26897,Ede_2,12-07-2014,458040.4948,172765.6488,246,164,51,0,10126,79,34
26929,Ede_2,13-07-2014,449114.3249,182331.5384,224,151,80,0,10078,82,37
26932,Ede_2,13-07-2014,444430.4728,175085.9889,224,151,80,0,10078,82,37
26999,Ede_2,14-07-2014,450897.8038,189796.9865,240,113,69,0,10128,79,34
27107,Ede_2,16-07-2014,448762.2197,182402.2086,259,103,106,0,10216,76,44
27191,Ede_2,19-07-2014,450872.1353,174414.1367,336,170,96,-1,10106,53,50
27212,Ede_2,19-07-2014,455726.0052,172018.9974,336,170,96,-1,10106,53,50
27232,Ede_2,20-07-2014,455726.0052,172018.9974,276,190,32,28,10093,80,28
27284,Ede_2,21-07-2014,449671.1151,175472.9056,215,184,1,134,10136,96,10
27893,Ede_2,16-08-2014,459402.173,189935.5544,182,80,55,14,10172,79,23
27933,Ede_2,18-08-2014,455726.0052,172018.9974,171,76,55,91,10060,90,20
27968,Ede_2,20-08-2014,455726.0052,172018.9974,176,69,65,87,10155,85,24
27990,Ede_2,22-08-2014,389302.3865,120480.2181,169,77,39,51,10109,85,17
28045,Ede_2,27-08-2014,507140.7786,230190.1992,212,49,114,0,10159,74,35
28326,Ede_2,14-09-2014,455726.0052,172018.9974,207,85,41,0,10212,87,17
28408,Ede_2,20-09-2014,455550.0048,171924.9972,233,118,28,24,10140,94,14
