2000,Ede_1,09-04-2007,451000,173000,154,22,43,0,10183,76,17
2066,Ede_1,14-04-2007,451000,173000,271,106,116,0,10212,54,36
2302,Ede_1,30-04-2007,451000,173000,200,32,131,0,10175,43,40
2325,Ede_1,03-05-2007,451000,173000,218,63,115,0,10143,63,38
2332,Ede_1,04-05-2007,451000,173000,240,79,112,0,10116,55,39
2351,Ede_1,06-05-2007,453000,173000,189,7,39,2,10161,74,27
2386,Ede_1,12-05-2007,451000,173000,174,99,55,53,10059,83,19
2453,Ede_1,18-05-2007,452720,173310,222,30,59,-1,10137,80,32
2475,Ede_1,19-05-2007,451000,173000,186,36,107,10,10133,70,37
2697,Ede_1,02-06-2007,451000,173000,237,69,100,0,10232,67,40
2749,Ede_1,04-06-2007,452720,173310,237,76,94,0,10217,74,42
2842,Ede_1,08-06-2007,451000,173000,315,162,88,70,10150,71,46
2941,Ede_1,14-06-2007,452720,173310,260,121,45,65,10039,78,32
3021,Ede_1,20-06-2007,451000,173000,229,126,67,7,10126,75,31
3086,Ede_1,29-06-2007,451000,173000,159,112,0,52,10098,88,11
3105,Ede_1,30-06-2007,460000,189000,190,138,36,10,10130,83,20
3131,Ede_1,02-07-2007,460000,189000,203,135,57,133,10050,86,28
3147,Ede_1,06-07-2007,448710,175610,160,125,0,66,10066,86,7
3171,Ede_1,09-07-2007,460000,189000,197,75,61,8,10125,75,32
3241,Ede_1,23-07-2007,451000,173000,203,78,16,73,10021,88,15
3250,Ede_1,24-07-2007,451000,173000,194,110,49,26,10021,84,23
3257,Ede_1,25-07-2007,451000,173000,220,106,95,0,10133,79,38
3264,Ede_1,26-07-2007,451000,173000,218,144,15,98,10088,84,20
3269,Ede_1,27-07-2007,451000,173000,212,114,74,0,10112,76,31
3279,Ede_1,31-07-2007,459150,187940,195,40,93,0,10199,78,33
3326,Ede_1,10-08-2007,460000,189000,208,106,6,0,10153,89,17
3336,Ede_1,13-08-2007,449000,175000,217,129,61,0,10108,81,28
3376,Ede_1,22-08-2007,460000,189000,203,146,51,4,10069,82,21
3377,Ede_1,23-08-2007,460000,189000,226,130,50,16,10141,87,19
3387,Ede_1,25-08-2007,460000,189000,238,104,96,0,10271,85,33
3436,Ede_1,30-09-2007,451000,173000,155,47,10,0,10219,91,9
3517,Ede_1,29-03-2008,450800,179000,125,57,50,5,10112,73,15
3633,Ede_1,04-05-2008,460000,189000,208,61,134,0,10250,52,41
3698,Ede_1,12-05-2008,451000,173000,260,73,125,0,10181,46,46
3795,Ede_1,26-05-2008,460000,189000,158,115,3,15,10123,89,15
3988,Ede_1,10-06-2008,451000,173000,238,83,114,0,10208,71,41
4082,Ede_1,24-06-2008,451000,173000,218,67,118,0,10188,61,47
4089,Ede_1,25-06-2008,460000,189000,240,118,58,0,10147,62,29
4168,Ede_1,03-07-2008,451000,173000,215,141,8,53,10106,91,11
4242,Ede_1,19-07-2008,460000,189000,194,119,31,178,10071,90,16
4262,Ede_1,23-07-2008,460000,189000,206,108,23,-1,10252,84,16
4278,Ede_1,26-07-2008,460000,189000,292,170,40,117,10143,80,31
4289,Ede_1,29-07-2008,460000,189000,248,152,67,29,10155,77,28
4355,Ede_1,23-08-2008,451000,173000,192,74,71,7,10116,82,25
4435,Ede_1,01-10-2008,451000,173000,149,74,42,81,9959,87,10
4444,Ede_1,10-10-2008,447370,179490,157,33,72,0,10317,83,15
4485,Ede_1,06-11-2008,451000,173000,129,56,24,0,10152,92,6
4494,Ede_1,09-12-2008,451000,173000,23,-33,0,37,10139,99,1
4511,Ede_1,02-03-2009,451000,173000,84,-35,16,0,10139,89,6
4550,Ede_1,31-03-2009,470000,203000,150,-51,102,0,10239,72,23
4577,Ede_1,06-04-2009,451000,173000,195,38,77,0,10132,67,25
4660,Ede_1,19-04-2009,460000,189000,178,14,83,0,10224,72,25
4691,Ede_1,28-04-2009,451000,173000,135,10,22,20,10031,86,11
4804,Ede_1,14-05-2009,460000,189000,214,121,54,14,10084,58,33
4815,Ede_1,15-05-2009,451000,173000,190,81,7,93,10056,92,10
4843,Ede_1,20-05-2009,451000,173000,208,42,99,0,10205,64,38
4844,Ede_1,20-05-2009,451000,173000,208,42,99,0,10205,64,38
4866,Ede_1,22-05-2009,451000,173000,186,19,110,5,10163,72,33
4874,Ede_1,22-05-2009,451000,173000,186,19,110,5,10163,72,33
4956,Ede_1,28-05-2009,460000,189000,194,31,59,5,10272,77,29
4967,Ede_1,29-05-2009,460000,189000,218,6,150,0,10319,59,49
5077,Ede_1,02-06-2009,451000,173000,238,61,126,0,10212,65,49
5171,Ede_1,12-06-2009,455000,178000,187,21,128,0,10204,69,39
5202,Ede_1,13-06-2009,458000,192000,219,0,112,0,10213,67,42
5214,Ede_1,14-06-2009,451000,173000,198,84,27,77,10177,85,16
5247,Ede_1,16-06-2009,451000,173000,188,59,41,62,10214,84,18
5400,Ede_1,24-06-2009,457000,184000,255,94,133,0,10208,64,48
5512,Ede_1,29-06-2009,454810,175740,267,137,72,-1,10183,82,34
5520,Ede_1,29-06-2009,451000,173000,267,137,72,-1,10183,82,34
5582,Ede_1,02-07-2009,460000,189000,307,160,123,0,10180,65,49
5606,Ede_1,03-07-2009,460000,189000,309,132,82,17,10128,73,32
5626,Ede_1,04-07-2009,451000,173000,260,111,125,0,10130,70,48
5628,Ede_1,04-07-2009,460000,189000,260,111,125,0,10130,70,48
5648,Ede_1,05-07-2009,460000,189000,277,96,84,62,10102,70,40
5672,Ede_1,06-07-2009,451000,173000,235,114,74,132,10074,77,34
5705,Ede_1,10-07-2009,448000,176500,160,98,8,83,10125,87,12
5719,Ede_1,11-07-2009,460000,189000,211,112,65,-1,10137,73,32
5724,Ede_1,11-07-2009,451000,173000,211,112,65,-1,10137,73,32
5729,Ede_1,12-07-2009,451000,173000,211,98,40,66,10094,89,16
5741,Ede_1,12-07-2009,452700,186300,211,98,40,66,10094,89,16
5773,Ede_1,14-07-2009,456000,185000,251,99,87,1,10108,70,40
5777,Ede_1,14-07-2009,451000,173000,251,99,87,1,10108,70,40
5780,Ede_1,14-07-2009,450900,178800,251,99,87,1,10108,70,40
5827,Ede_1,15-07-2009,451000,175000,241,119,120,0,10160,67,45
5830,Ede_1,15-07-2009,451000,173000,241,119,120,0,10160,67,45
5835,Ede_1,16-07-2009,452000,178000,256,96,132,0,10191,61,48
5847,Ede_1,16-07-2009,457000,184000,256,96,132,0,10191,61,48
5853,Ede_1,16-07-2009,460000,189000,256,96,132,0,10191,61,48
5905,Ede_1,19-07-2009,451000,173000,200,102,52,76,10121,82,28
5999,Ede_1,23-07-2009,460000,189000,197,126,21,75,10050,90,14
6050,Ede_1,25-07-2009,451000,173000,217,66,96,17,10200,78,33
6079,Ede_1,25-07-2009,451000,173000,217,66,96,17,10200,78,33
6098,Ede_1,26-07-2009,451000,173000,237,67,89,-1,10193,66,41
6110,Ede_1,26-07-2009,451000,173000,237,67,89,-1,10193,66,41
6114,Ede_1,26-07-2009,451000,173000,237,67,89,-1,10193,66,41
6287,Ede_1,31-07-2009,451000,173000,216,60,73,0,10222,69,30
6466,Ede_1,08-08-2009,451000,173000,195,161,0,0,10198,83,10
6483,Ede_1,09-08-2009,451000,173000,216,119,20,0,10185,82,21
6564,Ede_1,28-08-2009,451000,175000,211,101,65,104,10115,73,24
6568,Ede_1,30-08-2009,451000,173000,180,93,51,4,10194,80,16
6606,Ede_1,15-09-2009,451000,175000,162,130,0,68,10190,93,6
6676,Ede_1,23-10-2009,451000,175000,150,15,46,0,10115,91,10
6755,Ede_1,28-03-2010,451000,173000,126,42,33,8,10072,82,13
6786,Ede_1,07-04-2010,451000,173000,198,59,73,3,10174,61,24
6832,Ede_1,17-04-2010,460000,189000,172,-61,132,0,10217,64,31
6913,Ede_1,09-05-2010,451000,175000,120,20,19,0,10104,85,13
6921,Ede_1,10-05-2010,451000,173000,106,-26,34,0,10109,72,19
7063,Ede_1,04-06-2010,451000,173000,243,66,152,0,10214,63,51
7319,Ede_1,29-06-2010,451000,175000,289,78,93,0,10190,68,44
7353,Ede_1,03-07-2010,451000,175000,315,160,79,20,10169,76,40
7428,Ede_1,11-07-2010,451000,173000,318,187,109,1,10154,77,49
7433,Ede_1,12-07-2010,451000,173000,266,138,90,126,10117,80,33
7518,Ede_1,27-07-2010,451000,173000,229,99,73,2,10170,80,34
7558,Ede_1,05-08-2010,451000,173000,192,66,45,4,10100,82,21
7569,Ede_1,07-08-2010,451000,173000,219,121,4,50,10167,78,15
7717,Ede_1,20-09-2010,451000,173000,171,102,10,-1,10145,84,8
7740,Ede_1,03-10-2010,451000,173000,223,139,70,0,10038,79,21
7744,Ede_1,03-10-2010,451000,173000,223,139,70,0,10038,79,21
7759,Ede_1,04-10-2010,451000,173000,224,135,32,0,10012,79,14
7817,Ede_1,29-01-2011,451000,173000,11,-69,77,0,10217,91,6
7911,Ede_1,09-04-2011,450000,172000,180,8,113,0,10257,65,29
7995,Ede_1,06-05-2011,448500,175730,225,62,121,0,10194,44,36
7996,Ede_1,06-05-2011,448520,175670,225,62,121,0,10194,44,36
8049,Ede_1,15-05-2011,451000,173000,162,24,63,26,10214,76,27
8050,Ede_1,15-05-2011,460000,189000,162,24,63,26,10214,76,27
8065,Ede_1,18-05-2011,460000,189000,183,63,39,0,10161,81,22
8136,Ede_1,27-05-2011,451000,173000,157,57,63,42,10142,75,25
8169,Ede_1,01-06-2011,460000,189000,206,24,150,0,10295,61,48
8367,Ede_1,15-06-2011,451000,173000,233,84,45,1,10158,76,26
8493,Ede_1,27-06-2011,451000,173000,306,163,141,0,10175,62,57
8535,Ede_1,02-07-2011,460000,189000,177,90,50,-1,10181,74,25
8544,Ede_1,03-07-2011,451000,173000,182,75,39,0,10165,73,28
8606,Ede_1,11-07-2011,451000,173000,238,72,82,0,10197,69,37
8609,Ede_1,12-07-2011,459000,188000,256,138,49,128,10138,75,32
8611,Ede_1,12-07-2011,456000,189000,256,138,49,128,10138,75,32
8741,Ede_1,31-07-2011,451000,173000,169,87,0,0,10173,79,14
8755,Ede_1,01-08-2011,458800,188900,224,57,122,0,10167,74,41
8780,Ede_1,06-08-2011,451000,173000,241,142,14,140,10038,87,20
8856,Ede_1,25-08-2011,451000,173000,251,116,63,-1,10130,81,31
8869,Ede_1,01-09-2011,451000,173000,186,46,94,0,10158,77,28
8915,Ede_1,17-09-2011,451000,173000,177,120,6,51,10082,81,11
8940,Ede_1,30-09-2011,451000,173000,251,89,105,0,10257,76,24
8946,Ede_1,02-10-2011,451000,173000,254,65,92,0,10247,83,21
8948,Ede_1,02-10-2011,451000,173000,254,65,92,0,10247,83,21
9004,Ede_1,26-12-2011,460000,189000,112,95,0,10,10333,93,1
9109,Ede_1,23-03-2012,449830.4449,176703.2999,192,43,113,0,10273,71,25
9111,Ede_1,23-03-2012,446112.9213,161004.0235,192,43,113,0,10273,71,25
9405,Ede_1,17-04-2012,452170.0616,175224.0856,112,-62,41,18,10066,72,17
9459,Ede_1,25-04-2012,458574.7512,189264.1625,141,45,38,25,9980,79,17
9626,Ede_1,07-05-2012,457636.8832,182449.6238,153,-24,105,0,10175,67,31
9769,Ede_1,16-05-2012,447602.0226,178999.1497,122,-13,95,16,10221,73,27
9888,Ede_1,20-05-2012,466894.2874,182811.3682,248,113,44,45,10065,76,29
10197,Ede_1,27-05-2012,449194.0256,154501.4654,272,109,131,0,10190,57,49
10470,Ede_1,02-06-2012,453056.0733,178766.7218,167,9,113,0,10165,65,37
10556,Ede_1,06-06-2012,447165.3396,164833.7057,184,93,38,81,10057,84,17
11450,Ede_1,24-06-2012,450055.1006,173327.6625,160,88,22,87,10121,84,11
11518,Ede_1,25-06-2012,455378.1272,181215.8008,179,68,34,0,10158,80,21
11618,Ede_1,26-06-2012,457151.6421,175470.0866,214,50,101,0,10210,73,35
11849,Ede_1,29-06-2012,447960.1499,174514.6519,224,139,46,0,10084,72,23
12008,Ede_1,30-06-2012,458074.3177,197635.7715,243,132,113,0,10112,67,45
12090,Ede_1,01-07-2012,451000,173000,200,81,89,0,10160,74,35
12966,Ede_1,07-07-2012,429213.8403,127937.4563,244,126,95,7,10109,65,42
13241,Ede_1,10-07-2012,444538.4055,173583.8016,192,107,28,4,10118,86,22
13292,Ede_1,10-07-2012,452292.8574,174240.8276,192,107,28,4,10118,86,22
13300,Ede_1,11-07-2012,454205.7742,178467.0149,181,112,40,19,10103,82,21
13340,Ede_1,11-07-2012,504864.7354,105080.7727,181,112,40,19,10103,82,21
13380,Ede_1,12-07-2012,504864.7354,105080.7727,190,109,77,79,10118,77,32
13585,Ede_1,17-07-2012,454422.344,150103.3827,199,144,27,15,10198,84,22
13671,Ede_1,20-07-2012,450672.3749,158556.9069,192,72,56,2,10157,76,27
13672,Ede_1,20-07-2012,450672.3749,158556.9069,192,72,56,2,10157,76,27
13853,Ede_1,23-07-2012,449224.6556,182385.6483,253,102,143,0,10250,63,48
13913,Ede_1,25-07-2012,441830.0885,176974.1152,297,112,123,0,10154,66,46
14270,Ede_1,04-08-2012,450470,176090,239,119,81,0,10127,75,35
15402,Ede_1,07-04-2013,449232.2072,177241.7573,105,-67,84,0,10205,64,21
15469,Ede_1,15-04-2013,449669.2578,202464.4119,165,36,42,19,10192,80,14
15693,Ede_1,27-04-2013,450289.1777,175082.3103,109,-15,56,0,10129,75,19
15891,Ede_1,07-05-2013,446433.4509,178848.4424,226,56,54,-1,10152,74,23
16045,Ede_1,12-05-2013,443796.2617,175233.7791,134,59,37,39,10136,82,21
16137,Ede_1,15-05-2013,440227.4395,245440.0574,175,48,38,-1,10003,73,18
16174,Ede_1,17-05-2013,450197.8818,175423.9123,113,84,0,1,10025,96,5
16396,Ede_1,22-05-2013,454659.2104,172419.2743,116,0,15,8,10130,83,10
16399,Ede_1,22-05-2013,454655.759,172419.5731,116,0,15,8,10130,83,10
16418,Ede_1,22-05-2013,491451.1001,98421.48173,116,0,15,8,10130,83,10
16494,Ede_1,25-05-2013,451583.299,175606.9534,145,32,50,45,10150,80,28
